Year,Month,Stage of processing number,Stage of processing details,Index Value,
2021,FEB,2.5.1,Manufacturing industries,115.7,
2021,FEB,2.5.2,Non-manufacturing industries,113.2,
2021,FEB,2.5.2.1,Feeds,124.4,
2021,FEB,2.5.2.2,Other supplies,111.3,
2021,FEB,3,Finished goods,101.8,
2021,FEB,3.1,Finished consumer goods,109.4,
2021,FEB,3.1.1,Finished consumer foods,116.7,
2021,FEB,3.1.1.1,Crude,138.8,
2021,FEB,3.1.1.2,Processed,114.4,
2021,FEB,3.1.2,Finished consumer goods excluding foods,106.2,
2021,FEB,3.1.2.1,Durable,95.7,
2021,FEB,3.1.2.2,Semi-durable,112.1,
2021,FEB,3.1.2.3,Non-durable,107.7,
2021,FEB,3.2,Capital equipment,98.1,
2021,FEB,3.2.1,Manufacturing industries,95.0,
2021,FEB,3.2.2,Non-manufacturing industries,99.6,
2021,MAR,Total,Total,109.6,
2021,MAR,1,Crude materials for further processing,118.1,
2021,MAR,1.1,Foodstuffs and feedstuffs,126.0,
2021,MAR,1.2,Non-food materials,114.7,
2021,MAR,1.2.1,Non-food materials except fuel,143.4,
2021,MAR,1.2.2,Crude fuel,100.0,
2021,MAR,2,Intermediate materials supplies and components,110.6,
2021,MAR,2.1,Materials and components for manufacturing,109.0,
2021,MAR,2.1.1,Materials for food manufacturing,114.5,
2021,MAR,2.1.2,Materials for others manufacturing,109.5,
2021,MAR,2.2,Materials and components for construction,103.4,
2021,MAR,2.3,Processed fuels and lubricants,115.7,
2021,MAR,2.4,Containers,114.9,
2021,MAR,2.5,Supplies,115.9,
2021,MAR,2.5.1,Manufacturing industries,116.0,
2021,MAR,2.5.2,Non-manufacturing industries,113.4,
2021,MAR,2.5.2.1,Feeds,125.8,
2021,MAR,2.5.2.2,Other supplies,111.3,
2021,MAR,3,Finished goods,101.5,
2021,MAR,3.1,Finished consumer goods,109.5,
2021,MAR,3.1.1,Finished consumer foods,116.8,
2021,MAR,3.1.1.1,Crude,140.6,
2021,MAR,3.1.1.2,Processed,114.3,
2021,MAR,3.1.2,Finished consumer goods excluding foods,106.4,
2021,MAR,3.1.2.1,Durable,95.7,
2021,MAR,3.1.2.2,Semi-durable,111.3,
2021,MAR,3.1.2.3,Non-durable,108.2,
2021,MAR,3.2,Capital equipment,97.6,
2021,MAR,3.2.1,Manufacturing industries,94.9,
2021,MAR,3.2.2,Non-manufacturing industries,98.8,
2021,APR,Total,Total,110.5,
2021,APR,1,Crude materials for further processing,120.0,
2021,APR,1.1,Foodstuffs and feedstuffs,128.0,
2021,APR,1.2,Non-food materials,116.6,
2021,APR,1.2.1,Non-food materials except fuel,148.2,
2021,APR,1.2.2,Crude fuel,100.5,
2021,APR,2,Intermediate materials supplies and components,111.9,
2021,APR,2.1,Materials and components for manufacturing,110.0,
2021,APR,2.1.1,Materials for food manufacturing,115.9,
2021,APR,2.1.2,Materials for others manufacturing,110.4,
2021,APR,2.2,Materials and components for construction,104.1,
2021,APR,2.3,Processed fuels and lubricants,118.1,
2021,APR,2.4,Containers,117.0,
2021,APR,2.5,Supplies,116.7,
2021,APR,2.5.1,Manufacturing industries,116.9,
2021,APR,2.5.2,Non-manufacturing industries,114.1,
2021,APR,2.5.2.1,Feeds,127.8,
2021,APR,2.5.2.2,Other supplies,111.8,
2021,APR,3,Finished goods,101.1,
2021,APR,3.1,Finished consumer goods,109.5,
2021,APR,3.1.1,Finished consumer foods,117.3,
2021,APR,3.1.1.1,Crude,141.0,
2021,APR,3.1.1.2,Processed,114.9,
2021,APR,3.1.2,Finished consumer goods excluding foods,106.0,
2021,APR,3.1.2.1,Durable,95.2,
2021,APR,3.1.2.2,Semi-durable,110.6,
2021,APR,3.1.2.3,Non-durable,108.1,
2021,APR,3.2,Capital equipment,96.9,
2021,APR,3.2.1,Manufacturing industries,95.4,
2021,APR,3.2.2,Non-manufacturing industries,97.4,
2021,MAY,Total,Total,111.6,
2021,MAY,1,Crude materials for further processing,122.3,
2021,MAY,1.1,Foodstuffs and feedstuffs,127.6,
2021,MAY,1.2,Non-food materials,119.4,
2021,MAY,1.2.1,Non-food materials except fuel,152.8,
2021,MAY,1.2.2,Crude fuel,102.3,
2021,MAY,2,Intermediate materials supplies and components,112.9,
2021,MAY,2.1,Materials and components for manufacturing,111.0,
2021,MAY,2.1.1,Materials for food manufacturing,117.8,
2021,MAY,2.1.2,Materials for others manufacturing,111.2,
2021,MAY,2.2,Materials and components for construction,104.2,
2021,MAY,2.3,Processed fuels and lubricants,119.9,
2021,MAY,2.4,Containers,115.5,
2021,MAY,2.5,Supplies,117.3,
2021,MAY,2.5.1,Manufacturing industries,117.5,
2021,MAY,2.5.2,Non-manufacturing industries,114.5,
2021,MAY,2.5.2.1,Feeds,128.8,
2021,MAY,2.5.2.2,Other supplies,112.1,
2021,MAY,3,Finished goods,101.5,
2021,MAY,3.1,Finished consumer goods,109.7,
2021,MAY,3.1.1,Finished consumer foods,117.7,
2021,MAY,3.1.1.1,Crude,140.7,
2021,MAY,3.1.1.2,Processed,115.3,
2021,MAY,3.1.2,Finished consumer goods excluding foods,106.3,
2021,MAY,3.1.2.1,Durable,94.9,
2021,MAY,3.1.2.2,Semi-durable,111.2,
2021,MAY,3.1.2.3,Non-durable,108.4,
2021,MAY,3.2,Capital equipment,97.3,
2021,MAY,3.2.1,Manufacturing industries,96.3,
2021,MAY,3.2.2,Non-manufacturing industries,97.5,
2021,JUN,Total,Total,111.8,
2021,JUN,1,Crude materials for further processing,119.7,
2021,JUN,1.1,Foodstuffs and feedstuffs,127.5,
2021,JUN,1.2,Non-food materials,116.4,
2021,JUN,1.2.1,Non-food materials except fuel,130.5,
2021,JUN,1.2.2,Crude fuel,108.7,
2021,JUN,2,Intermediate materials supplies and components,114.1,
2021,JUN,2.1,Materials and components for manufacturing,112.2,
2021,JUN,2.1.1,Materials for food manufacturing,119.1,
2021,JUN,2.1.2,Materials for others manufacturing,112.4,
2021,JUN,2.2,Materials and components for construction,104.3,
2021,JUN,2.3,Processed fuels and lubricants,122.3,
2021,JUN,2.4,Containers,115.6,
2021,JUN,2.5,Supplies,117.8,
2021,JUN,2.5.1,Manufacturing industries,117.9,
2021,JUN,2.5.2,Non-manufacturing industries,115.2,
2021,JUN,2.5.2.1,Feeds,129.9,
2021,JUN,2.5.2.2,Other supplies,112.7,
2021,JUN,3,Finished goods,101.5,
2021,JUN,3.1,Finished consumer goods,110.0,
2021,JUN,3.1.1,Finished consumer foods,118.2,
2021,JUN,3.1.1.1,Crude,141.3,
2021,JUN,3.1.1.2,Processed,115.8,
2021,JUN,3.1.2,Finished consumer goods excluding foods,106.4,
2021,JUN,3.1.2.1,Durable,94.8,
2021,JUN,3.1.2.2,Semi-durable,111.8,
2021,JUN,3.1.2.3,Non-durable,108.5,
2021,JUN,3.2,Capital equipment,97.1,
2021,JUN,3.2.1,Manufacturing industries,96.6,
2021,JUN,3.2.2,Non-manufacturing industries,97.0,
2021,JUL,Total,Total,112.5,
2021,JUL,1,Crude materials for further processing,122.5,
2021,JUL,1.1,Foodstuffs and feedstuffs,127.1,
2021,JUL,1.2,Non-food materials,119.7,
2021,JUL,1.2.1,Non-food materials except fuel,135.0,
2021,JUL,1.2.2,Crude fuel,111.4,
2021,JUL,2,Intermediate materials supplies and components,114.8,
2021,JUL,2.1,Materials and components for manufacturing,112.6,
2021,JUL,2.1.1,Materials for food manufacturing,119.3,
2021,JUL,2.1.2,Materials for others manufacturing,112.9,
2021,JUL,2.2,Materials and components for construction,104.5,
2021,JUL,2.3,Processed fuels and lubricants,124.3,
2021,JUL,2.4,Containers,116.3,
2021,JUL,2.5,Supplies,118.1,
2021,JUL,2.5.1,Manufacturing industries,118.0,
2021,JUL,2.5.2,Non-manufacturing industries,115.8,
2021,JUL,2.5.2.1,Feeds,131.0,
2021,JUL,2.5.2.2,Other supplies,113.3,
2021,JUL,3,Finished goods,100.7,
2021,JUL,3.1,Finished consumer goods,109.9,
2021,JUL,3.1.1,Finished consumer foods,118.3,
2021,JUL,3.1.1.1,Crude,143.6,
2021,JUL,3.1.1.2,Processed,115.7,
2021,JUL,3.1.2,Finished consumer goods excluding foods,106.3,
2021,JUL,3.1.2.1,Durable,95.1,
2021,JUL,3.1.2.2,Semi-durable,111.6,
2021,JUL,3.1.2.3,Non-durable,108.1,
2021,JUL,3.2,Capital equipment,95.9,
2021,JUL,3.2.1,Manufacturing industries,96.7,
2021,JUL,3.2.2,Non-manufacturing industries,94.9,
2021,AUG,Total,Total,113.2,
2021,AUG,1,Crude materials for further processing,123.2,
2021,AUG,1.1,Foodstuffs and feedstuffs,128.8,
2021,AUG,1.2,Non-food materials,120.2,
2021,AUG,1.2.1,Non-food materials except fuel,139.4,
2021,AUG,1.2.2,Crude fuel,110.0,
2021,AUG,2,Intermediate materials supplies and components,115.9,
2021,AUG,2.1,Materials and components for manufacturing,113.3,
2021,AUG,2.1.1,Materials for food manufacturing,119.5,
2021,AUG,2.1.2,Materials for others manufacturing,113.6,
2021,AUG,2.2,Materials and components for construction,104.7,
2021,AUG,2.3,Processed fuels and lubricants,127.3,
2021,AUG,2.4,Containers,117.1,
2021,AUG,2.5,Supplies,118.9,
2021,AUG,2.5.1,Manufacturing industries,118.4,
2021,AUG,2.5.2,Non-manufacturing industries,117.2,
2021,AUG,2.5.2.1,Feeds,132.0,
2021,AUG,2.5.2.2,Other supplies,114.7,
2021,AUG,3,Finished goods,100.5,
2021,AUG,3.1,Finished consumer goods,110.0,
2021,AUG,3.1.1,Finished consumer foods,118.5,
2021,AUG,3.1.1.1,Crude,139.9,
2021,AUG,3.1.1.2,Processed,116.2,
2021,AUG,3.1.2,Finished consumer goods excluding foods,106.3,
2021,AUG,3.1.2.1,Durable,95.7,
2021,AUG,3.1.2.2,Semi-durable,112.3,
2021,AUG,3.1.2.3,Non-durable,107.7,
2021,AUG,3.2,Capital equipment,95.4,
2021,AUG,3.2.1,Manufacturing industries,96.8,
2021,AUG,3.2.2,Non-manufacturing industries,94.2,
2021,SEP,Total,Total,113.6,
2021,SEP,1,Crude materials for further processing,123.9,
2021,SEP,1.1,Foodstuffs and feedstuffs,129.4,
2021,SEP,1.2,Non-food materials,120.9,
2021,SEP,1.2.1,Non-food materials except fuel,139.7,
2021,SEP,1.2.2,Crude fuel,111.0,
2021,SEP,2,Intermediate materials supplies and components,116.4,
2021,SEP,2.1,Materials and components for manufacturing,113.9,
2021,SEP,2.1.1,Materials for food manufacturing,119.9,
2021,SEP,2.1.2,Materials for others manufacturing,114.3,
2021,SEP,2.2,Materials and components for construction,105.4,
2021,SEP,2.3,Processed fuels and lubricants,127.8,
2021,SEP,2.4,Containers,116.9,
2021,SEP,2.5,Supplies,119.3,
2021,SEP,2.5.1,Manufacturing industries,118.8,
2021,SEP,2.5.2,Non-manufacturing industries,117.6,
2021,SEP,2.5.2.1,Feeds,133.1,
2021,SEP,2.5.2.2,Other supplies,115.0,
2021,SEP,3,Finished goods,100.5,
2021,SEP,3.1,Finished consumer goods,110.4,
2021,SEP,3.1.1,Finished consumer foods,119.3,
2021,SEP,3.1.1.1,Crude,140.2,
2021,SEP,3.1.1.2,Processed,117.0,
2021,SEP,3.1.2,Finished consumer goods excluding foods,106.5,
2021,SEP,3.1.2.1,Durable,95.9,
2021,SEP,3.1.2.2,Semi-durable,112.8,
2021,SEP,3.1.2.3,Non-durable,107.9,
2021,SEP,3.2,Capital equipment,95.2,
2021,SEP,3.2.1,Manufacturing industries,96.2,
2021,SEP,3.2.2,Non-manufacturing industries,94.2,
2021,OCT,Total,Total,114.7,
2021,OCT,1,Crude materials for further processing,127.2,
2021,OCT,1.1,Foodstuffs and feedstuffs,129.5,
2021,OCT,1.2,Non-food materials,124.6,
2021,OCT,1.2.1,Non-food materials except fuel,142.0,
2021,OCT,1.2.2,Crude fuel,115.3,
2021,OCT,2,Intermediate materials supplies and components,117.4,
2021,OCT,2.1,Materials and components for manufacturing,114.9,
2021,OCT,2.1.1,Materials for food manufacturing,121.8,
2021,OCT,2.1.2,Materials for others manufacturing,115.2,
2021,OCT,2.2,Materials and components for construction,106.0,
2021,OCT,2.3,Processed fuels and lubricants,128.9,
2021,OCT,2.4,Containers,117.6,
2021,OCT,2.5,Supplies,119.7,
2021,OCT,2.5.1,Manufacturing industries,119.2,
2021,OCT,2.5.2,Non-manufacturing industries,118.0,
2021,OCT,2.5.2.1,Feeds,133.6,
2021,OCT,2.5.2.2,Other supplies,115.4,
2021,OCT,3,Finished goods,100.5,
2021,OCT,3.1,Finished consumer goods,110.1,
2021,OCT,3.1.1,Finished consumer foods,119.5,
2021,OCT,3.1.1.1,Crude,140.3,
2021,OCT,3.1.1.2,Processed,117.2,
2021,OCT,3.1.2,Finished consumer goods excluding foods,106.1,
2021,OCT,3.1.2.1,Durable,96.5,
2021,OCT,3.1.2.2,Semi-durable,112.7,
2021,OCT,3.1.2.3,Non-durable,106.9,
2021,OCT,3.2,Capital equipment,95.4,
2021,OCT,3.2.1,Manufacturing industries,96.0,
2021,OCT,3.2.2,Non-manufacturing industries,94.6,
2021,NOV,Total,Total,116.3,
2021,NOV,1,Crude materials for further processing,130.1,
2021,NOV,1.1,Foodstuffs and feedstuffs,130.4,
2021,NOV,1.2,Non-food materials,127.9,
2021,NOV,1.2.1,Non-food materials except fuel,153.8,
2021,NOV,1.2.2,Crude fuel,114.5,
2021,NOV,2,Intermediate materials supplies and components,118.9,
2021,NOV,2.1,Materials and components for manufacturing,116.7,
2021,NOV,2.1.1,Materials for food manufacturing,125.4,
2021,NOV,2.1.2,Materials for others manufacturing,116.6,
2021,NOV,2.2,Materials and components for construction,106.7,
2021,NOV,2.3,Processed fuels and lubricants,130.5,
2021,NOV,2.4,Containers,116.7,
2021,NOV,2.5,Supplies,120.7,
2021,NOV,2.5.1,Manufacturing industries,119.9,
2021,NOV,2.5.2,Non-manufacturing industries,119.4,
2021,NOV,2.5.2.1,Feeds,133.7,
2021,NOV,2.5.2.2,Other supplies,117.0,
2021,NOV,3,Finished goods,101.3,
2021,NOV,3.1,Finished consumer goods,110.8,
2021,NOV,3.1.1,Finished consumer foods,121.5,
2021,NOV,3.1.1.1,Crude,141.0,
2021,NOV,3.1.1.2,Processed,119.3,
2021,NOV,3.1.2,Finished consumer goods excluding foods,106.2,
2021,NOV,3.1.2.1,Durable,96.9,
2021,NOV,3.1.2.2,Semi-durable,113.1,
2021,NOV,3.1.2.3,Non-durable,106.7,
2021,NOV,3.2,Capital equipment,96.3,
2021,NOV,3.2.1,Manufacturing industries,96.1,
2021,NOV,3.2.2,Non-manufacturing industries,96.0,
2021,DEC,Total,Total,115.6,
2021,DEC,1,Crude materials for further processing,125.8,
2021,DEC,1.1,Foodstuffs and feedstuffs,130.9,
2021,DEC,1.2,Non-food materials,122.8,
2021,DEC,1.2.1,Non-food materials except fuel,147.0,
2021,DEC,1.2.2,Crude fuel,110.3,
2021,DEC,2,Intermediate materials supplies and components,119.2,
2021,DEC,2.1,Materials and components for manufacturing,117.0,
2021,DEC,2.1.1,Materials for food manufacturing,125.1,
2021,DEC,2.1.2,Materials for others manufacturing,117.1,
2021,DEC,2.2,Materials and components for construction,106.8,
2021,DEC,2.3,Processed fuels and lubricants,131.8,
2021,DEC,2.4,Containers,116.5,
2021,DEC,2.5,Supplies,120.1,
2021,DEC,2.5.1,Manufacturing industries,118.9,
2021,DEC,2.5.2,Non-manufacturing industries,119.4,
2021,DEC,2.5.2.1,Feeds,133.7,
2021,DEC,2.5.2.2,Other supplies,117.0,
2021,DEC,3,Finished goods,101.1,
2021,DEC,3.1,Finished consumer goods,110.7,
2021,DEC,3.1.1,Finished consumer foods,122.2,
2021,DEC,3.1.1.1,Crude,143.3,
2021,DEC,3.1.1.2,Processed,119.8,
2021,DEC,3.1.2,Finished consumer goods excluding foods,105.9,
2021,DEC,3.1.2.1,Durable,96.8,
2021,DEC,3.1.2.2,Semi-durable,113.3,
2021,DEC,3.1.2.3,Non-durable,106.2,
2021,DEC,3.2,Capital equipment,96.0,
2021,DEC,3.2.1,Manufacturing industries,95.9,
2021,DEC,3.2.2,Non-manufacturing industries,95.7,
2022,JAN,Total,Total,117.1,
2022,JAN,1,Crude materials for further processing,130.1,
2022,JAN,1.1,Foodstuffs and feedstuffs,130.9,
2022,JAN,1.2,Non-food materials,127.8,
2022,JAN,1.2.1,Non-food materials except fuel,156.6,
2022,JAN,1.2.2,Crude fuel,112.9,
2022,JAN,2,Intermediate materials supplies and components,120.5,
2022,JAN,2.1,Materials and components for manufacturing,118.5,
2022,JAN,2.1.1,Materials for food manufacturing,128.2,
2022,JAN,2.1.2,Materials for others manufacturing,118.2,
2022,JAN,2.2,Materials and components for construction,107.3,
2022,JAN,2.3,Processed fuels and lubricants,133.9,
2022,JAN,2.4,Containers,116.2,
2022,JAN,2.5,Supplies,120.4,
2022,JAN,2.5.1,Manufacturing industries,119.3,
2022,JAN,2.5.2,Non-manufacturing industries,119.6,
2022,JAN,2.5.2.1,Feeds,135.3,
2022,JAN,2.5.2.2,Other supplies,116.9,
2022,JAN,3,Finished goods,101.1,
2022,JAN,3.1,Finished consumer goods,110.9,
2022,JAN,3.1.1,Finished consumer foods,122.6,
2022,JAN,3.1.1.1,Crude,142.1,
2022,JAN,3.1.1.2,Processed,120.4,
2022,JAN,3.1.2,Finished consumer goods excluding foods,106.0,
2022,JAN,3.1.2.1,Durable,97.4,
2022,JAN,3.1.2.2,Semi-durable,114.3,
2022,JAN,3.1.2.3,Non-durable,105.8,
2022,JAN,3.2,Capital equipment,95.9,
2022,JAN,3.2.1,Manufacturing industries,95.6,
2022,JAN,3.2.2,Non-manufacturing industries,95.7,
2022,FEB,Total,Total,119.4,
2022,FEB,1,Crude materials for further processing,136.4,
2022,FEB,1.1,Foodstuffs and feedstuffs,130.6,
2022,FEB,1.2,Non-food materials,135.1,
2022,FEB,1.2.1,Non-food materials except fuel,172.3,
2022,FEB,1.2.2,Crude fuel,116.1,
2022,FEB,2,Intermediate materials supplies and components,122.3,
2022,FEB,2.1,Materials and components for manufacturing,120.4,
2022,FEB,2.1.1,Materials for food manufacturing,132.4,
2022,FEB,2.1.2,Materials for others manufacturing,119.7,
2022,FEB,2.2,Materials and components for construction,107.4,
2022,FEB,2.3,Processed fuels and lubricants,136.7,
2022,FEB,2.4,Containers,117.1,
2022,FEB,2.5,Supplies,121.4,
2022,FEB,2.5.1,Manufacturing industries,119.7,
2022,FEB,2.5.2,Non-manufacturing industries,121.5,
2022,FEB,2.5.2.1,Feeds,137.2,
2022,FEB,2.5.2.2,Other supplies,118.9,
2022,FEB,3,Finished goods,101.6,
2022,FEB,3.1,Finished consumer goods,111.5,
2022,FEB,3.1.1,Finished consumer foods,123.2,
2022,FEB,3.1.1.1,Crude,141.7,
2022,FEB,3.1.1.2,Processed,121.1,
2022,FEB,3.1.2,Finished consumer goods excluding foods,106.5,
2022,FEB,3.1.2.1,Durable,97.6,
2022,FEB,3.1.2.2,Semi-durable,115.4,
2022,FEB,3.1.2.3,Non-durable,106.2,
2022,FEB,3.2,Capital equipment,96.3,
2022,FEB,3.2.1,Manufacturing industries,96.0,
2022,FEB,3.2.2,Non-manufacturing industries,96.1,
2022,MAR,Total,Total,122.3,
2022,MAR,1,Crude materials for further processing,145.6,
2022,MAR,1.1,Foodstuffs and feedstuffs,130.3,
2022,MAR,1.2,Non-food materials,145.8,
2022,MAR,1.2.1,Non-food materials except fuel,192.6,
2022,MAR,1.2.2,Crude fuel,122.1,
2022,MAR,2,Intermediate materials supplies and components,124.4,
2022,MAR,2.1,Materials and components for manufacturing,122.9,
2022,MAR,2.1.1,Materials for food manufacturing,137.3,
2022,MAR,2.1.2,Materials for others manufacturing,121.6,
2022,MAR,2.2,Materials and components for construction,108.2,
2022,MAR,2.3,Processed fuels and lubricants,139.0,
2022,MAR,2.4,Containers,117.8,
2022,MAR,2.5,Supplies,122.5,
2022,MAR,2.5.1,Manufacturing industries,120.4,
2022,MAR,2.5.2,Non-manufacturing industries,123.1,
2022,MAR,2.5.2.1,Feeds,140.7,
2022,MAR,2.5.2.2,Other supplies,120.2,
2022,MAR,3,Finished goods,101.9,
2022,MAR,3.1,Finished consumer goods,111.6,
2022,MAR,3.1.1,Finished consumer foods,123.4,
2022,MAR,3.1.1.1,Crude,142.2,
2022,MAR,3.1.1.2,Processed,121.2,
2022,MAR,3.1.2,Finished consumer goods excluding foods,106.6,
2022,MAR,3.1.2.1,Durable,98.0,
2022,MAR,3.1.2.2,Semi-durable,115.2,
2022,MAR,3.1.2.3,Non-durable,106.3,
2022,MAR,3.2,Capital equipment,96.7,
2022,MAR,3.2.1,Manufacturing industries,96.1,
2022,MAR,3.2.2,Non-manufacturing industries,96.7,
2022,APR,Total,Total,122.6,
2022,APR,1,Crude materials for further processing,140.5,
2022,APR,1.1,Foodstuffs and feedstuffs,130.6,
2022,APR,1.2,Non-food materials,139.8,
2022,APR,1.2.1,Non-food materials except fuel,185.1,
2022,APR,1.2.2,Crude fuel,116.9,
2022,APR,2,Intermediate materials supplies and components,126.6,
2022,APR,2.1,Materials and components for manufacturing,125.7,
2022,APR,2.1.1,Materials for food manufacturing,142.6,
2022,APR,2.1.2,Materials for others manufacturing,124.0,
2022,APR,2.2,Materials and components for construction,108.8,
2022,APR,2.3,Processed fuels and lubricants,141.1,
2022,APR,2.4,Containers,117.9,
2022,APR,2.5,Supplies,123.5,
2022,APR,2.5.1,Manufacturing industries,121.2,
2022,APR,2.5.2,Non-manufacturing industries,124.3,
2022,APR,2.5.2.1,Feeds,143.6,
2022,APR,2.5.2.2,Other supplies,121.0,
2022,APR,3,Finished goods,102.2,
2022,APR,3.1,Finished consumer goods,111.9,
2022,APR,3.1.1,Finished consumer foods,124.2,
2022,APR,3.1.1.1,Crude,144.5,
2022,APR,3.1.1.2,Processed,121.9,
2022,APR,3.1.2,Finished consumer goods excluding foods,106.7,
2022,APR,3.1.2.1,Durable,98.9,
2022,APR,3.1.2.2,Semi-durable,115.6,
2022,APR,3.1.2.3,Non-durable,106.0,
2022,APR,3.2,Capital equipment,97.0,
2022,APR,3.2.1,Manufacturing industries,96.3,
2022,APR,3.2.2,Non-manufacturing industries,97.1,
2022,MAY,Total,Total,124.1,
2022,MAY,1,Crude materials for further processing,143.5,
2022,MAY,1.1,Foodstuffs and feedstuffs,132.5,
2022,MAY,1.2,Non-food materials,143.0,
2022,MAY,1.2.1,Non-food materials except fuel,186.6,
2022,MAY,1.2.2,Crude fuel,120.8,
2022,MAY,2,Intermediate materials supplies and components,128.1,
2022,MAY,2.1,Materials and components for manufacturing,127.7,
2022,MAY,2.1.1,Materials for food manufacturing,146.7,
2022,MAY,2.1.2,Materials for others manufacturing,125.6,
2022,MAY,2.2,Materials and components for construction,109.7,
2022,MAY,2.3,Processed fuels and lubricants,142.3,
2022,MAY,2.4,Containers,119.0,
2022,MAY,2.5,Supplies,124.0,
2022,MAY,2.5.1,Manufacturing industries,121.9,
2022,MAY,2.5.2,Non-manufacturing industries,124.6,
2022,MAY,2.5.2.1,Feeds,148.7,
2022,MAY,2.5.2.2,Other supplies,120.5,
2022,MAY,3,Finished goods,102.5,
2022,MAY,3.1,Finished consumer goods,112.6,
2022,MAY,3.1.1,Finished consumer foods,125.3,
2022,MAY,3.1.1.1,Crude,143.9,
2022,MAY,3.1.1.2,Processed,123.1,
2022,MAY,3.1.2,Finished consumer goods excluding foods,107.2,
2022,MAY,3.1.2.1,Durable,99.4,
2022,MAY,3.1.2.2,Semi-durable,116.3,
2022,MAY,3.1.2.3,Non-durable,106.4,
2022,MAY,3.2,Capital equipment,97.1,
2022,MAY,3.2.1,Manufacturing industries,96.6,
2022,MAY,3.2.2,Non-manufacturing industries,97.0,
2022,JUN,Total,Total,124.0,
2022,JUN,1,Crude materials for further processing,139.9,
2022,JUN,1.1,Foodstuffs and feedstuffs,133.6,
2022,JUN,1.2,Non-food materials,138.7,
2022,JUN,1.2.1,Non-food materials except fuel,162.1,
2022,JUN,1.2.2,Crude fuel,126.3,
2022,JUN,2,Intermediate materials supplies and components,128.9,
2022,JUN,2.1,Materials and components for manufacturing,128.0,
2022,JUN,2.1.1,Materials for food manufacturing,145.3,
2022,JUN,2.1.2,Materials for others manufacturing,126.3,
2022,JUN,2.2,Materials and components for construction,109.8,
2022,JUN,2.3,Processed fuels and lubricants,144.3,
